,position,user,comment,bid,rep,seller
32,33,PiechsSwanSong,"A follow up answer to a question yesterday about the brake line. No work needed to be done to the brake line, but the brake fluid was serviced at 44k along with the coolant and spark plugs and fuel filter and rear differential fluid. The rear differential fluid did not need to be done and is not a service item, but I had MacLane do it anyway. He had done it on one of my other Phaetons many years ago.
And the question from today from jmatters. This was the same bill where he did the replacement of the oil filter housing gaskets and Gruvenparts coolant tube, which by itself cost $1573, but was cheaper than pulling the engine out to replace the plastic piece.
A further comment to jmatters. I lowered my other four seater for awhile because it looks better when it is set to the Europe ride height which is 10mm lower than North America. I returned it to North American settings because our curbs and concrete stopping blocks are too high. Protruding vertical rebar in concrete stops is a problem. I prefer to back up to them, but if that is not an option, I stop earlier. If perchance, I misjudge, I raise the car an inch before I back away.
The suspension automatically lowers it self from the higher ride height at around 60 miles an hour. My wife and one of my sons prefers the extra height. With the new struts it lowers around 50 mph. It lowers an additional 0.6 inch at 87 mph after 30 seconds, or 100 mph immediately.
In addition to ride height, the other thing that can make the wheel wells seem smaller, is to put the 19 inch Bentley wheels on them, which both of my sons have and my wife does too, but she does not like the ""B"" in the center cap, so I have gone with a generic black cap for her. That is the wheel that was intended for the car and trues up the speedometer. With the 18"" wheels, the speedometer is off by about 4%.",,Reputation Icon9,1
33,34,hishmeh65,,"$9,600",Reputation Icon416,0
34,35,Ralston,,"$9,500",Reputation Icon4,0
35,36,hishmeh65,,"$8,900",Reputation Icon416,0
36,37,Ralston,,"$8,800",Reputation Icon4,0
37,38,jmatters,"Re: PiechsSwanSong
FYI - Mine has the Euro spec struts that are 11mm lower than the US spec units. I did not put them in; the prior owner did. But I have had no issues with ride height except one parking stop that had a piece if rebar protruding. That rebar pulled the belly pan off the car. The next owner may want to consider that option.",,Reputation Icon71,0
38,39,jmatters,"Re: PiechsSwanSong
I would love to make this upgrade on my V8 Phaeton. Can you give us a brief description of how it was done? The Gruven parts are about the best you can buy, and are engineered to eliminate specific weakpoints. Kudos to you for doing all that!",,Reputation Icon71,0
39,40,SunsetRider,,"$8,700",Reputation Icon95,0
40,41,hishmeh65,,"$8,600",Reputation Icon416,0
41,42,Ralston,,"$8,500",Reputation Icon4,0
42,43,cy0208,,"$8,300",Reputation Icon3,0
43,44,hishmeh65,,"$8,100",Reputation Icon416,0
44,45,PiechsSwanSong,"I talked to MacLane. He told me that there are a lot of problems that require the W-12 to be pulled out of the car. He much prefers the V-8 over the W-12 for maintenance. I didn't ask how often he has had to pull a V-8, but none of mine have needed it. For awhile, people though the V-8 would need to come out to replace the plastic oil cooler tube with the aluminum one with twice as many O-rings. But that was not the case, and it has already been done.",,Reputation Icon9,1
45,46,tonyvw,,"$8,000",,0
46,47,SunsetRider,,"$7,900",Reputation Icon95,0
47,48,PiechsSwanSong,"My mechanic sees the fuel filter, which I had replaced when I purchased the car. We have not done any work on a brake line. The rocker panel is bruised but no metal has ever showed while I have owned it. The rubberized coating is partially cut, not visible from the side, and no metal is exposed to the elements.",,Reputation Icon9,1
48,49,hishmeh65,,"$7,800",Reputation Icon416,0
49,50,Ralston,,"$7,700",Reputation Icon4,0
50,51,PiechsSwanSong,"It was personal preference for me. I would have been happy to add a W-12. But they are thirsty until the engine has warmed up. The V-8 has more than enough power for me. A Blue Angel working at the airline where I worked, had purchased a new V-8 and he told me before I purchased one, to be careful. You end up going faster than you think. That tendency would be even worse with the W-12. I have had to be careful not to get a ticket. I will ask the mechanic that question as well. I think there are a few tasks that require the W-12 engine to be removed. One friend thinks the front end of the W-12 is too heavy, but I don't know. People who have them like them as much as I like mine.",,Reputation Icon9,1
51,52,PizzaWagon,"Re: jsloden
Is it just personal preference between the V8 and W12, or is there a reliability/maintenance factor?",,Reputation Icon9,0
52,53,SunsetRider,,"$7,500",Reputation Icon95,0
53,54,TheClassicCarFactory,"The Phaeton was much derided for being a $100k VW.but the craftsmanship was there, built on the same line as the Bentley. What wasn't was the marketing and/or the exterior styling. Had it been brought out as an Audi A9 or at least not looking like a long wheel base Passat things might have been different. this is a gorgeous example with the rare executive rear seating option.",,Reputation Icon187,0
54,55,PiechsSwanSong,"I had the TPMS connected on them all at one time. But
I unplugged the module on each car. It is easily rehabilitated. No problem with main battery discharging but rather, the batteries in the wheels didn't last long enough by my reckoning.
One more thing. I prefer equal tire pressures in the Phaeton so I specify that at the dealership. Not all do however. The dealership tends to want to go by the placards and put more air pressure in the rear.",,Reputation Icon9,1
55,56,Dunesguy,"PiechsSwanSong. Thanks for the answers to the questions. And I never considered myself as being fussy and/or pedantic, but I’ll own the labels (although I do consider myself to be “discriminating” and “meticulous”)…LOL!!’",,Reputation Icon11,0
56,57,PizzaWagon,"Learned a lot from your videos. I've always been fascinated by these vehicles but never been in a position to own one.
Details state that the TPMS system was disabled. Is this advantageous to do, similarly to how you mentioned the navigation system was draining the battery?",,Reputation Icon9,0
57,58,PiechsSwanSong,"In looking over the known discrepancies, I draw your attention to one that I included but doesn't seem to be listed. The paddles do not work. I installed two sets previously in my other cars but for some reason, I couldn't get these to work. They were new and have the correct trim. It may be that I forgot a step in the VCDS programming.",,Reputation Icon9,1
58,59,PiechsSwanSong,"Thank you. Phaeton owners are often fussy and pedantic. I take note of your comments on the two car garages. I agree. If I had a three car garage, this would not be for sale.
In the VCDS printout, the navigation issue shows up quite a few times. That is because I had VW take out the Navigation because it was slowly draining the left AGM 49 series battery. Apart from not having navigation, it is no problem at all. I left it connected in my wife's car, because she drives it every day and the battery gets recharged. I will include it with the car.
I forgot about the sunshade window until the photographer showed up. The sunshade window handle came off and the window is inside the door. I have never seen the condition of the shade but I suspect it is fine. I have left the window shades retracted so that they didn't stretch the springs.
The parking sensors work well.
My other four seater takes a little while to warm up the parking sensors for some reason. Ross Tech borrowed it to refine their VCDS magic and they noticed it. But the sensors are fine on this car.",,Reputation Icon9,1
59,60,Bad_Idea_Dante,,"$7,000",Reputation Icon80,0
60,61,PizzaWagon,"Re: 91112cski
Not a constructive comment.",,Reputation Icon9,0
61,62,Dunesguy,"Firstly, my compliments for your presentation of the this Phaeton; I have learned much by your example.
Based on my thus far cursory reading of the volumes of documents you provided (again, my compliments), I saw there were some issues with the navigation and backup systems…have they been addressed and resolved? Also, I noticed in the photos that the sunshade for the right rear door’s small window is not visible. Is the sunshade still intact or has the handle simplly been pulled off? (I have experience with this problem on my 2005 Phaeton…the sunshade handle was missing when I bought the car on the BaT auction site. I was able to source a replacement sunshade on Ebay with the handle intact and removed the handle from the newly purchased sunshade and affixed it to the previously-unseen-yet-still-attached sunshade in the window frame.)
I look forward to seeing this auction progress. The only downside is if I am the successful bidder, I wil have to sell my 2005 Pheton since the winters on the southern shores of Lake Michigan are not kind to vintage cars sitting outside (2 car garage!). GLWTA!",,Reputation Icon11,0
62,63,PiechsSwanSong,"I have two guys who work on my Phaetons. Flick at Garnet VW and MacLane who used to work at Garnet. Both competed in the cadre of VWs best ten mechanics. (www.maclanesauto.com)
I think you have identified a reasonable problem. The cars, in my experience are so well built and are so durable that when you occasionally encounter a problem with sourcing a new part, you need to go the the used car market. I purchased a pair of new side shades when I realized how low stocks were. But I probably won't use them.
They did tend to lead the field with all the patents that the design team got for the car. I suspect it set records in that area. The VW group coasted for awhile in the wake of the Phaeton and some of the technology ended up in the newer cars. (Exceptions include reversing cameras and bluetooth integration.)",,Reputation Icon9,1
63,64,Mark_Noble_16,"Given the apparent (though aging) complexity of this car's components, would it be necessary to go through VW stealership or through a certified mechanic (dunno if they are abundant though) for the future maintenance, or will an indie shop be able to work on this car?
Also, how hard is it to find spare part and replacements? I hear Audi stop making available spare parts after 20 years. Same here?",,Reputation Icon4,0
64,65,kc_carsandbids,,"$5,300",Reputation Icon16,0
65,66,Ralston,,"$5,200",Reputation Icon4,0
66,67,PiechsSwanSong,"I have a two car garage. My wife parks her five seater in one spot and this car is parked in the other. That leaves my four seater on the road out in the elements which it has done since I got this one in 2018. I have kept this in reserve in case one of the others had an accident or a significant enough problem. But I have given up.
My wife and son are safe drivers and the cars are reliable. If they have an accident before the sale goes through, it is off the market. This one is worth the most. There is also a small issue in that the others are 2005 models so they have the soft close doors. When I drive this one, being a creature of habit, I forget to close the door properly. (By the way, I saw a measurement about ten years ago, and only one car has a more sturdy door and it was a Bentley. You are buying a life insurance policy when you buy one of these. The Phaeton weighs about a 1000 lbs more than an Audi A8L.)",,Reputation Icon9,1
67,68,kc_carsandbids,@PiechsSwanSong do you mind saying why you're selling it?,,Reputation Icon16,0
68,69,PiechsSwanSong,"I have been asked if the struts are leaking and the cost to replace. I can't reply to the email.
No the struts are not leaking. But they are not as smooth as the replacement struts that VW installed on my other three Phaetons. On two of the cars, VW paid for three struts and the module and the labor, and I gladly paid for one strut. On the third car, they paid for two struts and the module and the labor and I paid for two struts. I was told that would be the deal if I had the new and improved struts installed on this car. I will ask my dealer how much it would cost to do that if you choose.",,Reputation Icon9,1
69,70,PiechsSwanSong,"Marto, I tried to answer you but it comes back to me as undeliverable.
I am available on Saturday morning and afternoon and Sunday afternoon, and other times may be available.",,Reputation Icon9,1
70,71,PiechsSwanSong,"I think there was a grand total of 200 four seaters in North America in the V-8 and W-12 configurations for 2004, 2005 and 2006. They can be identified by the fourth letter of the VIN B instead of A: WVWB vs WVWA. (Occasionally sellers would fold down the armrest in the rear and refer to it as a four seater. They would omit showing the front seat armrests as that was a giveaway.)
It was designed to be chauffer driven. If you end up in a wrestling match between the front seater and the back seater, over the fan speed of the climate controls, the back seater wins.
People who have owned the Phaeton. In many cases, chauffeured in the Phaeton.
Pope Benedict
Pope Benedict XVI (Pope Francis)
The Chancellor of Germany
Prime Minister of Portugal
Kim Il Sung of North Korea (Dictator)
Colonel Gaddafi of Libya (Dictator) (but then he refused delivery)
William Shatner (Actor)
Mick Jagger (SInger)
Greg LeMond (Cyclist)
Steven Soderbergh (Movie Director)
Kevin Pietersen (Cricketer)
Steve Coppell (Football Manager)
Rupert Lowe (Football Manager)
Prince Charles (Heir to the British Throne)
Sylvester Stallone (Actor)",,Reputation Icon9,1
71,72,jsloden,"@Quicksand_Fishers the vast majority of these cars had a regular bench seat in the rear. There were a few though that came in this configuration. It wasn't coach built from a third party or anything like that either. They came directly from the factory like this. And yes, I suppose it could have primarily been directed at the wealthier clientele. Not really sure how much this configuration added on to the msrp. I know there was a pretty big gap in price between the v8 and the w12 but not really sure where this factored in. To me, this configuration would be the one to go for though. The 4 seater v8.",,Reputation Icon122,0
72,73,Quicksand_Fishers,"Re: jsloden
Is this designed as a chauffeured car?",,Reputation Icon12.9k,0
73,74,jsloden,"Man, I hope the people looking at this thing realize how rare the four seat configuration is. You never see these come up for sale. I've always been curious about the number of them made.",,Reputation Icon122,0
74,75,ZoomNB,"Re: 91112cski
This thing couldn't be more different and special from a Passat!",,Reputation Icon812,0
75,76,91112cski,oversized passat,,Reputation Icon92,0
76,77,LRivera,,"$5,000",,0
77,78,MK7Alltrack,what a beautiful car. Still have one of the brochures from when these were in dealership showrooms. Tried to convince my dad to trade in his B5.5 Passat for one but 10 year old me couldn't do it. Very tempting since it looks to be in terrific shape.,,Reputation Icon43,0
78,79,PiechsSwanSong,"Thank you. I agree with you. I think the V-8 in the four seat configuration as the Premiere Edition would have been the cat's meow. The four seat configuration is so much more elegant than the five seaters, of which I and my wife and sons own three. We have not sold a Phaeton, and if it gets to my reserve, I suspect that I will have much reason to regret it upon occasion. All of them are the V-8. Both of my four seaters wow people when they see the interior. My wife really likes the black on black also.
I probably should have mounted the tires on the spare set of virtually unused wheels, but a lot of people put the 19"" Bentley wheels on them.",,Reputation Icon9,1
79,80,CatTurds,"what a cherry example! in my opinion, the 4.2 V8 is the engine to have in these cars, here in the states. I'd like to own a Phaeton at some point, but now is not that time. best of luck to seller and bidders.",,Reputation Icon33,0
80,81,kc_carsandbids,,"$4,444",Reputation Icon16,0
81,82,Ceki85,,"$4,200",Reputation Icon4,0
82,83,Ralston,,"$4,100",Reputation Icon4,0
83,84,rb3pa,,"$4,000",Reputation Icon1,0
