,position,user,comment,bid,rep,seller
22,23,BrettKavanaugh,In picture 80 what is going on with the passenger side seat leather? The seam looks mangled and an attempted repair. Can you provide a close up picture of this?,,Reputation Icon66,0
23,24,sweeneywinegeek,,"$10,420",Reputation Icon2.1k,0
24,25,BrettKavanaugh,,"$10,228",Reputation Icon66,0
25,26,vibrantsoul786,,"$9,150",Reputation Icon338,0
26,27,CChiusolo,,"$9,050",,0
27,28,BrettKavanaugh,"Re: BostonCarGuy
I was thinking the same thing about @taytek comment. I see these land rovers a lot in the DC area. I agree they are becoming a timeless design.",,Reputation Icon66,0
28,29,vibrantsoul786,,"$8,850",Reputation Icon338,0
29,30,CChiusolo,,"$8,750",,0
30,31,BostonCarGuy,"Re: Taytek
Funny way to describe this truck. That's what's great about automotive passion, however I have never heard the LR4 described the way you do. If anything, I personally think the LR3/4 are shaping up to be a timeless design.",,Reputation Icon34,0
31,32,syun1,I always have a soft passion for boxy cars.,,Reputation Icon18,0
32,33,sweeneywinegeek,Great. Thanks,,Reputation Icon2.1k,0
33,34,MotorcarsOfTheMainLine,"Re: sweeneywinegeek
The third row seats are not removable. They fold up or down into the floor. The reason it looks like they are removed is because in the photos of the seats folded down, there is an all-weather cargo mat that is laid over the floor to protect it so you can not see the seats folded flat into the floor.",,Reputation Icon638,1
34,35,sweeneywinegeek,@MotorcarsOfTheMainLine just thought of another question. Do the 3rd row seats fold down ? In all the photo's you posted the seats are either up or are completely removed from the truck. Thanks,,Reputation Icon2.1k,0
35,36,MotorcarsOfTheMainLine,"Re: kayserfleischer
At present, there are no issues at all with the suspension not is there anything that we can see in the foreseeable future. We have let the car sit for over a week at a time and the suspension did not move. It stayed at the exact height it was left at so in addition to our mechanic not finding any leaks in the system, we confirmed by monitoring the height as it sat. Thanks for the question. Good luck bidding.",,Reputation Icon638,1
36,37,kayserfleischer,Any suspension parts been replaced?,,Reputation Icon5,0
37,38,MotorcarsOfTheMainLine,"Re: SeansARobot
I will look into this. I do know that when the car was last at a mechanic, we confirmed that no issue currently exists with the tensioners.",,Reputation Icon638,1
38,39,MotorcarsOfTheMainLine,"Re: dlimanov
Here you go: https://youtu.be/4h-givbFe04",,Reputation Icon638,1
39,40,sweeneywinegeek,,"$8,200",Reputation Icon2.1k,0
40,41,SeansARobot,Have the timing chain tensioners been replaced in this vehicle ?,,,0
41,42,dlimanov,@motorcarsofthemainline would it be possible to do a cold start video of the engine and run it long enough for the initial high idle subsides and engine comes to a normal idle?,,Reputation Icon11,0
42,43,Joepanyard,,"$8,100",Reputation Icon4,0
43,44,Taytek,"You don't see many of these around and I followed one in CT for about an hour, passing each other alternately along the highway. I couldn't take my eyes off the weird, quirky, and irregular styling...very very strange. Not a criticism, the right person will love it, just not for me!",,Reputation Icon221,0
44,45,sweeneywinegeek,Thank you,,Reputation Icon2.1k,0
45,46,MotorcarsOfTheMainLine,"Re: sweeneywinegeek
Rear tires",,Reputation Icon638,1
46,47,MotorcarsOfTheMainLine,"Re: sweeneywinegeek
Front tire days are both week 47 of 2018 and the rears are week 19 and week 20 of 2019.",,Reputation Icon638,1
47,48,MotorcarsOfTheMainLine,"Re: sweeneywinegeek
Unfortunately this LR4 was not equipped with the tow package so it does not have a hitch nor wiring. As mentioned in other comments, retrofitting a hitch and wiring is not a huge job on this model.",,Reputation Icon638,1
48,49,MotorcarsOfTheMainLine,"Re: sweeneywinegeek
The EPA gas mileage ratings for the 2013 LR4 are 12 mpg city/17 mpg highway.",,Reputation Icon638,1
49,50,MotorcarsOfTheMainLine,"Re: roboticsrob
Thanks for the question. This is a non-smoker car. Everything including the transfer case functions properly. Hopefully the weather will clear up tomorrow and I will try to post a driving video.",,Reputation Icon638,1
50,51,MotorcarsOfTheMainLine,@yoosh,,Reputation Icon638,1
51,52,sweeneywinegeek,"@MotorcarsOfTheMainLine I assume that since there is no trailer hitch there is no wiring harness for a hitch either ?
And the date code on the tires please. Thanks",,Reputation Icon2.1k,0
52,53,MotorcarsOfTheMainLine,"Hello everyone and thank you for considering this super nice 2013 LR4. With a terrific service history and the very rare premium paint color Causeway Grey, this is sure to be a great car for the winner of this no-reserve auction. AS always, I'll try to answer any questions as quickly and completely as I can. Don't hesitate to email me directly if you have a specific concern. Thank you and good luck to all!",,Reputation Icon638,1
53,54,dlimanov,"for those seriously considering these, the following are the high-ticket items to look out for:
timing chain tensioners (yes, these fail on 2013 MO cars also);
electronic parking brake;
water pump and front/rear coolant crossover pipes (these will kill the engine quick);
the rest are just standard maintenance. these are heavy beasts, so control arms/bushings, brakes and other consumables go quick.",,Reputation Icon11,0
54,55,sweeneywinegeek,@dlimanov thank you. Great information and very affordable. I'll ask my mechanic how much it would cost for the wiring installation.,,Reputation Icon2.1k,0
55,56,dlimanov,"Re: sweeneywinegeek
nope, search for LR019990ABP on Atlantic British website. it won't be a cool removable one like JLR but at fraction of the cost.",,Reputation Icon11,0
56,57,sweeneywinegeek,"@dlimanov true, but likely another $1000. Thanks",,Reputation Icon2.1k,0
57,58,dlimanov,"Re: sweeneywinegeek
there isn’t a tow hitch but you can add one that’s not original fairly inexpensively",,Reputation Icon11,0
58,59,sweeneywinegeek,@Fastandfurious thank you and ouch :-( I guess that's the price you pay for towing capacity unless I hold out and hope to find the right Touareg TDi,,Reputation Icon2.1k,0
59,60,Fastandfurious,"Re: sweeneywinegeek
I have the same truck. I’m getting 12 MPG around town and 15 MPG on a 70mph freeway run.",,Reputation Icon57,0
60,61,AU_88,"I have the exact same truck in the garage, but with tan interior, love it GLWS!",,,0
61,62,cessna,,"$8,000",Reputation Icon1,0
62,63,Zero1234,,"$4,400",,0
63,64,tdubok,,"$4,000",,0
64,65,sweeneywinegeek,"Also, what are the date codes on the tires ?",,Reputation Icon2.1k,0
65,66,swhme,,"$2,013",Reputation Icon833,0
66,67,roboticsrob,Great looking LR4. Has the vehicle ever been smoked in? Also can you confirm that the transfer case shifts and operates properly? Thank you,,Reputation Icon4,0
67,68,yoosh,Could you post photos of the truck in the different air suspension heights? Thank you!,,Reputation Icon91,0
68,69,sweeneywinegeek,"@MotorcarsOfTheMainLine this appears to have a 2 inch trailer receiver but there aren't any clear photo's of it. Can you please post a photo with the cover removed. And is it already wired for a trailer, if so, please also post a photo of the wiring hook up. And last question, for now, couldn't find any info on the internet, do you know the fuel economy ? Thanks",,Reputation Icon2.1k,0
